0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,P7,0,0,0,0,0,0,0
0,0,0,0,0,0,P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,T5,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,b,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,T2,2,2,2,T2,0,0,0,P2,2,0,2,M,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,0,P6,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,2,T2,2,2,2,0,0,0,2,2,2,0,0,0,0,P8,0,0,T,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,T,2,T2,2,2,2,2,T2,0,0,2,T2,2,0,0,0,0,6,6,0,0,5,6,5,0,5,M,5,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,2,2,2,M,2,2,2,T2,2,2,2,2,T,0,6,6,6,0,6,6,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,2,2,2,2,T2,2,2,0,0,2,0,0,0,0,6,6,6,6,6,6,0,0,0,0,5,5,0,0,6,0,0,0,0,0,0,0,4,T,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,T2,2,2,2,M,2,2,2,2,T2,0,0,P3,0,0,6,6,6,B,6,6,0,0,0,0,0,0,0,0,6,6,6,6,6,M,6,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,2,T2,2,2,2,T2,2,2,2,2,0,0,0,T,6,6,6,6,6,6,0,0,0,0,0,0,T,6,6,6,6,6,6,6,6,6,0,4,5,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,T2,2,2,2,2,2,2,2,2,2,2,2,T,0,0,0,0,0,6,6,6,6,6,0,0,0,0,0,6,6,6,6,4,6,6,6,6,6,0,P6,5,T2,0,0,0,0,0,0,5,4,5,P7,0,0,0,0
0,0,0,0,2,2,2,2,2,2,2,T2,2,M,2,2,2,0,0,0,0,0,6,6,0,6,6,6,6,0,0,6,6,6,6,6,6,4,6,6,6,6,6,0,0,0,0,0,0,0,0,0,5,4,4,5,0,0,0,0
0,0,0,0,2,2,2,2,2,M,2,2,2,2,2,2,2,0,0,0,0,6,6,0,0,0,0,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,4,4,5,4,T,5,0,0,0,0
0,0,0,0,2,M,2,T2,2,2,2,2,2,2,2,2,M,0,0,0,6,6,0,0,5,5,5,5,5,0,6,6,6,6,T4,4,6,6,6,6,T,6,6,6,0,0,0,0,0,5,4,4,5,4,0,0,0,0,0,0
0,0,0,L,2,2,2,2,2,2,T2,2,2,X2,2,2,2,0,0,0,6,6,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,4,6,6,6,0,0,0,0,T2,5,4,4,5,0,0,0,0,0,0,0
0,0,0,0,2,T2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,M,5,5,5,5,5,5,5,5,5,5,6,6,4,6,4,6,6,6,6,6,6,6,0,0,0,4,4,5,4,4,0,0,0,0,0,0,0,0
0,0,0,0,0,2,2,M,2,2,2,2,2,2,2,2,2,0,0,0,5,5,5,5,3,B3,5,5,5,5,4,4,4,4,4,4,4,4,4,6,6,6,6,6,0,0,5,4,4,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,M,2,2,2,2,2,T2,2,M,2,T2,2,2,0,0,0,5,5,5,5,5,5,5,5,5,T2,4,4,4,T2,4,4,4,4,4,4,4,6,6,6,0,4,5,T4,4,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,M,0,0,T2,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,M,4,4,4,4,6,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,Z2,2,M,2,T2,2,2,2,2,2,1,0,0,5,5,G,5,5,T5,5,5,5,4,4,5,T,4,4,4,4,4,4,4,4,T2,4,4,0,4,T2,5,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,2,2,2,2,2,2,2,2,1,1,T2,0,0,5,5,3,5,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,0,P4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,2,2,2,2,2,1,B1,1,1,1,0,0,5,5,T,5,5,5,5,4,M,4,4,4,T2,4,4,4,5,4,4,4,4,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,M,1,1,1,1,1,1,1,1,1,M,1,0,P2,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,T2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,3,5,5,5,5,b,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,M,1,T2,1,1,1,1,0,T2,3,M,5,5,5,3,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,M,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,T2,1,1,1,1,1,1,1,1,T2,0,3,3,3,5,5,5,T3,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,3,T2,3,5,5,5,5,5,5,4,T2,4,4,T4,4,4,4,4,4,5,4,4,T2,4,4,4,4,P3,0,5,0,5,P4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,X1,1,T2,1,1,M,1,0,3,3,3,3,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,T2,1,1,1,1,1,1,1,1,0,3,3,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,3,5,5,T5,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,M,1,1,1,1,1,0,3,3,g,3,3,M,3,3,T2,3,4,4,4,4,4,T2,4,4,4,M,4,4,4,4,4,4,3,3,0,5,5,0,M,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,T2,0,3,3,3,3,3,3,3,3,3,3,3,3,Z3,3,4,4,4,4,4,4,4,4,4,4,4,3,M,3,0,T,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,T2,1,1,1,T2,1,1,0,0,T2,3,3,3,T2,3,3,3,3,T2,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,T2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,T2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,1,1,1,M,0,0,3,T2,3,T3,3,3,3,M,3,3,3,G,3,3,M,3,3,3,3,T3,3,3,M,3,3,g,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,M,1,1,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,T2,0,0,0,P5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,3,3,3,T2,3,3,T2,3,3,3,3,3,3,3,3,M,3,3,T2,3,3,T2,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,T2,3,3,3,3,3,3,3,3,3,T2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,3,g,3,3,3,M,3,3,3,3,3,3,T2,3,3,3,3,3,3,3,3,T,3,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0
